,ACTIVATION_DATE,SUBSCRIPTION_ID,BUNDLE_NAME,REVENUE,PROVINCE,LANGUAGE,Interaction
56643,10/22/2023,3890754597.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
43167,10/23/2023,3890768073.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
75038,10/30/2023,3890736202.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
98450,10/28/2023,3890712790.0,Daily 200MB Data Bundle,15.0,PAKTIKA,Dari,1
98487,10/27/2023,3890712753.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
78162,10/27/2023,3890733078.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
97307,10/13/2023,3890713933.0,Daily 200MB Data Bundle,15.0,HELMAND,Dari,1
19053,10/28/2023,3890792187.0,Hourly Bundle 400MB,40.0,BALKH,Dari,1
57957,10/3/2023,3890753283.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
79827,10/17/2023,3890731413.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
35754,10/12/2023,3890775486.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
16328,10/31/2023,3890794912.0,Monthly 550 Min,135.0,NANGARHAR,Dari,1
30905,10/30/2023,3890780335.0,Hourly Bundle 400MB,10.0,BAGHLAN,Dari,1
51231,10/30/2023,3890760009.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
20518,10/7/2023,3890790722.0,Daily 200MB Data Bundle,60.0,KABUL,Dari,1
76187,10/5/2023,3890735053.0,Hourly Bundle 400MB,40.0,KABUL,Dari,1
60924,10/31/2023,3890750316.0,Hourly Bundle 400MB,50.0,QANDAHAR,Pashto,1
51610,10/3/2023,3890759630.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
34177,10/9/2023,3890777063.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
2072,10/18/2023,3890809168.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
50700,10/10/2023,3890760540.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
28136,10/11/2023,3890783104.0,Hourly Bundle 400MB,20.0,PAKTIA,Pashto,1
16077,10/1/2023,3890795163.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
96661,10/23/2023,3890714579.0,Hourly Bundle 400MB,30.0,BADGHIS,Dari,1
73526,10/27/2023,3890737714.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
52183,10/23/2023,3890759057.0,Daily 200MB Data Bundle,15.0,KONDUZ,Dari,1
84949,10/12/2023,3890726291.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
5380,10/4/2023,3890805860.0,Hourly Bundle 400MB,10.0,KONDUZ,Dari,1
81624,10/30/2023,3890729616.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
80479,10/2/2023,3890730761.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
97600,10/13/2023,3890713640.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
12079,10/11/2023,3890799161.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
30122,10/28/2023,3890781118.0,Monthly 550 Min,148.5,JOZJAN,Dari,1
9569,10/14/2023,3890801671.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
82655,10/28/2023,3890728585.0,Daily 200MB Data Bundle,45.0,NANGARHAR,Pashto,1
11339,10/14/2023,3890799901.0,Daily 200MB Data Bundle,15.0,LOGAR,Dari,1
51490,10/10/2023,3890759750.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
59490,10/18/2023,3890751750.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
270,10/20/2023,3890810970.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
33621,10/13/2023,3890777619.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
18399,10/10/2023,3890792841.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
10788,10/20/2023,3890800452.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
89406,10/26/2023,3890721834.0,Hourly Bundle 400MB,10.0,KHOST,Pashto,1
72536,10/4/2023,3890738704.0,Hourly Bundle 400MB,20.0,QANDAHAR,Pashto,1
67436,10/13/2023,3890743804.0,Daily 200MB Data Bundle,15.0,PAKTIA,Pashto,1
14982,10/4/2023,3890796258.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
44343,10/13/2023,3890766897.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
721,10/31/2023,3890810519.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
57393,10/26/2023,3890753847.0,Hourly Bundle 400MB,20.0,BALKH,Pashto,1
57023,10/15/2023,3890754217.0,Monthly 550 Min,135.0,KABUL,Pashto,1
10425,10/12/2023,3890800815.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
60514,10/8/2023,3890750726.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
16742,10/3/2023,3890794498.0,Monthly 2.5GB Special Offer,250.0,LOGAR,Dari,1
86330,10/18/2023,3890724910.0,Daily 200MB Data Bundle,30.0,PAKTIA,Dari,1
80004,10/25/2023,3890731236.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
3280,10/31/2023,3890807960.0,Daily 200MB Data Bundle,15.0,LOGAR,Dari,1
92897,10/29/2023,3890718343.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
81120,10/7/2023,3890730120.0,Monthly 550 Min,135.0,KUNAR,Pashto,1
60217,10/18/2023,3890751023.0,Hourly Bundle 400MB,80.0,NANGARHAR,Pashto,1
65500,10/26/2023,3890745740.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
31033,10/17/2023,3890780207.0,Daily 200MB Data Bundle,30.0,LAGHMAN,Pashto,1
62801,10/6/2023,3890748439.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
40397,10/23/2023,3890770843.0,Daily 200MB Data Bundle,30.0,JOZJAN,Dari,1
40334,10/19/2023,3890770906.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
85248,10/19/2023,3890725992.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
72358,10/8/2023,3890738882.0,Hourly 50 Onnet Min,20.0,SAMANGAN,Dari,1
85562,10/13/2023,3890725678.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
54018,10/8/2023,3890757222.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
41303,10/2/2023,3890769937.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
48709,10/28/2023,3890762531.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
74124,10/21/2023,3890737116.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
40288,10/9/2023,3890770952.0,Daily 200MB Data Bundle,15.0,KABUL,English,1
20785,10/9/2023,3890790455.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
63287,10/13/2023,3890747953.0,Daily 200MB Data Bundle,15.0,KHOST,Pashto,1
50173,10/23/2023,3890761067.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
31118,10/11/2023,3890780122.0,Hourly Bundle 400MB,10.0,BALKH,Pashto,1
94530,10/3/2023,3890716710.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
74815,10/26/2023,3890736425.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
1612,10/4/2023,3890809628.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
82865,10/17/2023,3890728375.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
99478,10/28/2023,3890711762.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
14846,10/14/2023,3890796394.0,Daily 200MB Data Bundle,17.0,BALKH,Dari,1
53442,10/2/2023,3890757798.0,Daily 200MB Data Bundle,15.0,HERAT,Pashto,1
30245,10/26/2023,3890780995.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
17902,10/11/2023,3890793338.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
58610,10/11/2023,3890752630.0,Daily 200MB Data Bundle,15.0,KABUL,English,1
84231,10/22/2023,3890727009.0,Monthly 2.5GB Special Offer,250.0,KABUL,Dari,1
384,10/30/2023,3890810856.0,Hourly 50 Onnet Min,10.0,NANGARHAR,Pashto,1
56204,10/22/2023,3890755036.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
11077,10/13/2023,3890800163.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
20798,10/26/2023,3890790442.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
25108,10/30/2023,3890786132.0,Monthly 550 Min,135.0,KABUL,Dari,1
67522,10/9/2023,3890743718.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
97016,10/31/2023,3890714224.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
86272,10/12/2023,3890724968.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
26,10/16/2023,3890836.0,Monthly 550 Min,135.0,KABUL,Dari,1
62133,10/11/2023,3890749107.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
44220,10/10/2023,3890767020.0,Daily 200MB Data Bundle,15.0,NIMROZ,Dari,1
67783,10/16/2023,3890743457.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
11319,10/22/2023,3890799921.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
32305,10/3/2023,3890778935.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
58172,10/12/2023,3890753068.0,Daily 200MB Data Bundle,45.0,KABUL,Pashto,1
56955,10/31/2023,3890754285.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
54499,10/4/2023,3890756741.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
45109,10/18/2023,3890766131.0,Hourly Bundle 400MB,20.0,BALKH,Dari,1
10981,10/14/2023,3890800259.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
11669,10/22/2023,3890799571.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
35240,10/6/2023,3890776000.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
90089,10/10/2023,3890721151.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
34541,10/31/2023,3890776699.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
7277,10/5/2023,3890803963.0,Hourly Bundle 400MB,10.0,KUNAR,Pashto,1
18712,10/3/2023,3890792528.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
1172,10/13/2023,3890810068.0,Hourly Bundle 400MB,10.0,FARYAB,Dari,1
80089,10/28/2023,3890731151.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
96337,10/6/2023,3890714903.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
80736,10/30/2023,3890730504.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
33863,10/23/2023,3890777377.0,Monthly 20GB for 999AFN,999.0,KHOST,Pashto,1
11398,10/28/2023,3890799842.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
19156,10/29/2023,3890792084.0,Monthly 20GB for 999AFN,999.0,JOZJAN,Dari,1
80363,10/28/2023,3890730877.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
54776,10/7/2023,3890756464.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Pashto,1
98263,10/30/2023,3890712977.0,Hourly Bundle 400MB,10.0,KUNAR,Pashto,1
62323,10/21/2023,3890748917.0,Hourly Bundle 400MB,10.0,FARYAB,Dari,1
95969,10/15/2023,3890715271.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
28393,10/30/2023,3890782847.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
23018,10/11/2023,3890788222.0,Hourly Bundle 400MB,30.0,PARWAN,Dari,1
18578,10/31/2023,3890792662.0,Monthly 20GB for 999AFN,999.0,BAGHLAN,English,1
96646,10/11/2023,3890714594.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
50311,10/29/2023,3890760929.0,Monthly 1000 Min for 200 Afs Subs,200.0,KABUL,Pashto,1
59827,10/4/2023,3890751413.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
78096,10/28/2023,3890733144.0,Monthly 550 Min,135.0,NANGARHAR,Dari,1
82462,10/29/2023,3890728778.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
6604,10/21/2023,3890804636.0,Monthly 550 Min,135.0,LAGHMAN,Pashto,1
21667,10/27/2023,3890789573.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Dari,1
56442,10/6/2023,3890754798.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
82283,10/31/2023,3890728957.0,Hourly Bundle 400MB,20.0,PARWAN,Dari,1
33663,10/1/2023,3890777577.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
60995,10/20/2023,3890750245.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
31871,10/30/2023,3890779369.0,Hourly Bundle 400MB,40.0,KABUL,Dari,1
7763,10/6/2023,3890803477.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
56041,10/31/2023,3890755199.0,Monthly 550 Min,135.0,HELMAND,Pashto,1
6355,10/27/2023,3890804885.0,Daily 200MB Data Bundle,60.0,KABUL,Dari,1
1369,10/18/2023,3890809871.0,Hourly Bundle 400MB,20.0,WARDAK,Pashto,1
83674,10/16/2023,3890727566.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
30917,10/18/2023,3890780323.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
8257,10/4/2023,3890802983.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
27428,10/4/2023,3890783812.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
12458,10/18/2023,3890798782.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
39647,10/19/2023,3890771593.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
38048,10/14/2023,3890773192.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
99376,10/3/2023,3890711864.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
54141,10/23/2023,3890757099.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
4696,10/2/2023,3890806544.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
24838,10/8/2023,3890786402.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
48050,10/6/2023,3890763190.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
7365,10/26/2023,3890803875.0,Hourly Bundle 400MB,50.0,KABUL,Pashto,1
36447,10/23/2023,3890774793.0,Daily 200MB Data Bundle,30.0,KABUL,Pashto,1
36463,10/31/2023,3890774777.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
11829,10/3/2023,3890799411.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
28646,10/26/2023,3890782594.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
28061,10/31/2023,3890783179.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
63586,10/5/2023,3890747654.0,Hourly Bundle 400MB,20.0,HERAT,Dari,1
84035,10/20/2023,3890727205.0,Hourly Bundle 400MB,10.0,JOZJAN,Dari,1
78029,10/29/2023,3890733211.0,Hourly Bundle 400MB,10.0,QANDAHAR,Dari,1
62923,10/4/2023,3890748317.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
46588,10/14/2023,3890764652.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
92809,10/28/2023,3890718431.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
20966,10/5/2023,3890790274.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
42176,10/28/2023,3890769064.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
30853,10/25/2023,3890780387.0,Monthly 550 Min,135.0,KABUL,Dari,1
14387,10/8/2023,3890796853.0,Daily 200MB Data Bundle,30.0,PAKTIA,Dari,1
91725,10/12/2023,3890719515.0,Daily 200MB Data Bundle,15.0,TAKHAR,Dari,1
58750,10/25/2023,3890752490.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
64448,10/13/2023,3890746792.0,Daily 200MB Data Bundle,15.0,SAMANGAN,Dari,1
9049,10/19/2023,3890802191.0,Daily 200MB Data Bundle,15.0,NIMROZ,Pashto,1
61084,10/31/2023,3890750156.0,Hourly Bundle 400MB,10.0,HERAT,Pashto,1
8839,10/29/2023,3890802401.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
47965,10/3/2023,3890763275.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
79008,10/2/2023,3890732232.0,Daily 200MB Data Bundle,15.0,KONDUZ,Dari,1
94751,10/3/2023,3890716489.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
50176,10/27/2023,3890761064.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
45420,10/11/2023,3890765820.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
8351,10/23/2023,3890802889.0,Hourly Bundle 400MB,60.0,KABUL,Pashto,1
92881,10/30/2023,3890718359.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
23189,10/13/2023,3890788051.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
5584,10/9/2023,3890805656.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
16383,10/19/2023,3890794857.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
91659,10/19/2023,3890719581.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
17930,10/16/2023,3890793310.0,Daily 200MB Data Bundle,15.0,BAGHLAN,Dari,1
44471,10/24/2023,3890766769.0,Hourly Bundle 400MB,10.0,KUNAR,Pashto,1
27125,10/19/2023,3890784115.0,Hourly Bundle 400MB,10.0,PAKTIA,Pashto,1
27464,10/10/2023,3890783776.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
75391,10/16/2023,3890735849.0,Daily 200MB Data Bundle,15.0,GHOR,Dari,1
5448,10/9/2023,3890805792.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
45889,10/18/2023,3890765351.0,Hourly Bundle 400MB,10.0,KUNAR,Pashto,1
35927,10/4/2023,3890775313.0,Daily 200MB Data Bundle,30.0,QANDAHAR,English,1
86035,10/7/2023,3890725205.0,Daily 200MB Data Bundle,15.0,GHOR,Dari,1
76446,10/16/2023,3890734794.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
30621,10/25/2023,3890780619.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
94963,10/21/2023,3890716277.0,Hourly Bundle 400MB,10.0,NANGARHAR,Dari,1
5514,10/5/2023,3890805726.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
70020,10/2/2023,3890741220.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
49169,10/15/2023,3890762071.0,Hourly Bundle 400MB,20.0,BAGHLAN,Dari,1
46471,10/15/2023,3890764769.0,Hourly Bundle 400MB,10.0,KONDUZ,Dari,1
97199,10/8/2023,3890714041.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
42014,10/17/2023,3890769226.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
75511,10/11/2023,3890735729.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
57604,10/31/2023,3890753636.0,Daily 200MB Data Bundle,15.0,PAKTIA,Pashto,1
56471,10/28/2023,3890754769.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
17653,10/22/2023,3890793587.0,Daily 200MB Data Bundle,15.0,KABUL,English,1
26091,10/14/2023,3890785149.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
55342,10/10/2023,3890755898.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
8572,10/27/2023,3890802668.0,Daily 200MB Data Bundle,15.0,WARDAK,Dari,1
41771,10/29/2023,3890769469.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
37458,10/25/2023,3890773782.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
55829,10/29/2023,3890755411.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
30370,10/5/2023,3890780870.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
77959,10/5/2023,3890733281.0,Daily 200MB Data Bundle,30.0,NANGARHAR,Pashto,1
14990,10/1/2023,3890796250.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
15139,10/10/2023,3890796101.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
82992,10/12/2023,3890728248.0,Hourly Bundle 400MB,20.0,HELMAND,Dari,1
4575,10/12/2023,3890806665.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
83784,10/10/2023,3890727456.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
91197,10/15/2023,3890720043.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
90056,10/13/2023,3890721184.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
22734,10/29/2023,3890788506.0,Hourly Bundle 400MB,50.0,NANGARHAR,Pashto,1
31517,10/21/2023,3890779723.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
47578,10/20/2023,3890763662.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
35176,10/19/2023,3890776064.0,Hourly Bundle 400MB,60.0,QANDAHAR,Pashto,1
15153,10/30/2023,3890796087.0,Monthly 2.5GB Special Offer,250.0,TAKHAR,Dari,1
93976,10/15/2023,3890717264.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
5890,10/2/2023,3890805350.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
12760,10/3/2023,3890798480.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
90498,10/1/2023,3890720742.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
16157,10/3/2023,3890795083.0,Hourly Bundle 400MB,20.0,PARWAN,Dari,1
90581,10/11/2023,3890720659.0,Hourly Bundle 400MB,20.0,BALKH,Pashto,1
93640,10/16/2023,3890717600.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
90562,10/19/2023,3890720678.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
6293,10/3/2023,3890804947.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
3887,10/4/2023,3890807353.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
19139,10/12/2023,3890792101.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
22983,10/26/2023,3890788257.0,Daily 200MB Data Bundle,15.0,NIMROZ,Dari,1
88534,10/24/2023,3890722706.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
2133,10/4/2023,3890809107.0,Monthly 550 Min,135.0,KABUL,Dari,1
53137,10/17/2023,3890758103.0,Hourly Bundle 400MB,20.0,BALKH,Dari,1
88180,10/14/2023,3890723060.0,Daily 200MB Data Bundle,45.0,KABUL,Dari,1
35188,10/17/2023,3890776052.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
19127,10/4/2023,3890792113.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
94409,10/2/2023,3890716831.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
36952,10/26/2023,3890774288.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
28978,10/19/2023,3890782262.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
71406,10/6/2023,3890739834.0,Hourly Bundle 400MB,70.0,KABUL,Dari,1
79130,10/26/2023,3890732110.0,Daily 200MB Data Bundle,45.0,LAGHMAN,Pashto,1
6688,10/10/2023,3890804552.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
66839,10/6/2023,3890744401.0,Daily 200MB Data Bundle,60.0,KABUL,Dari,1
6381,10/8/2023,3890804859.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
35898,10/2/2023,3890775342.0,Hourly Bundle 400MB,70.0,KABUL,Dari,1
38294,10/25/2023,3890772946.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
51628,10/9/2023,3890759612.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
82670,10/1/2023,3890728570.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
32094,10/5/2023,3890779146.0,Hourly Bundle 400MB,30.0,NANGARHAR,Pashto,1
40180,10/25/2023,3890771060.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
71909,10/6/2023,3890739331.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
48925,10/11/2023,3890762315.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
55094,10/19/2023,3890756146.0,Hourly Bundle 400MB,10.0,JOZJAN,Dari,1
55630,10/25/2023,3890755610.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
73247,10/17/2023,3890737993.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
73308,10/7/2023,3890737932.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
78789,10/28/2023,3890732451.0,Daily 200MB Data Bundle,30.0,KABUL,Pashto,1
78005,10/2/2023,3890733235.0,Daily 200MB Data Bundle,15.0,BADAKHSHAN,Dari,1
72515,10/5/2023,3890738725.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
28922,10/3/2023,3890782318.0,Daily 200MB Data Bundle,15.0,BADAKHSHAN,Dari,1
16236,10/17/2023,3890795004.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
92386,10/12/2023,3890718854.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
92622,10/21/2023,3890718618.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
20469,10/5/2023,3890790771.0,Daily 200MB Data Bundle,30.0,NIMROZ,Dari,1
23337,10/16/2023,3890787903.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
27431,10/6/2023,3890783809.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
56584,10/29/2023,3890754656.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
44137,10/16/2023,3890767103.0,Hourly Bundle 400MB,20.0,PARWAN,Dari,1
1416,10/7/2023,3890809824.0,Daily 200MB Data Bundle,15.0,HERAT,Pashto,1
10770,10/12/2023,3890800470.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
11948,10/31/2023,3890799292.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
30450,10/12/2023,3890780790.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
91968,10/11/2023,3890719272.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
13799,10/14/2023,3890797441.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
41667,10/19/2023,3890769573.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
21380,10/28/2023,3890789860.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
21645,10/31/2023,3890789595.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
6444,10/26/2023,3890804796.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
52151,10/16/2023,3890759089.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
92240,10/14/2023,3890719000.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
91624,10/2/2023,3890719616.0,Hourly Bundle 400MB,20.0,LAGHMAN,Pashto,1
50701,10/10/2023,3890760539.0,Monthly 550 Min,135.0,KABUL,Dari,1
39173,10/9/2023,3890772067.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
79546,10/4/2023,3890731694.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
16548,10/31/2023,3890794692.0,Daily 200MB Data Bundle,30.0,BALKH,Dari,1
13737,10/21/2023,3890797503.0,Hourly Bundle 400MB,20.0,TAKHAR,Dari,1
40285,10/8/2023,3890770955.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
